0,0,0
0,0,0
0,0,0
0,0,0
0,47.7878035066452,0
0,64.49696386143717,47.64925598259431
0,0,0
0,0,0
0,0,0
0,44.34229794206189,0
0,0,0
0,0,0
12.80243332875506,0,0
0,113.0524979123394,80.3784226093307
0,33.67788467616646,26.87545959349733
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,54.52118302146543,0
0,34.79208024548335,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
52.83993163594373,51.00552010471723,38.55526248875231
0,0,5.769004540020497
0,3.379160600156073,6.452411876183072
0.5,0.5,0.5
4.75466969129455,0.5,2.781060798398356
0.5,0,0
26.44116361690431,0,0
31.45889693688777,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,40.18212469828619,0
0,0,0
0,0,0
0,9.035554379677961,10.26514008801431
0,0,0
0,0,0
0,0.5,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.5,0.5,0.5
61.7708459474233,46.11038707747166,53.30618662618691
7.535759805725794,0,7.737745602977197
62.43016176139804,46.60026363491848,53.86014525190539
0,27.4987254114554,32.25988350733888
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,5.959762575743865,0
0,0,0
0,0,0
0,4.894208215767748,0
0,0,0
0,0,0
0,0,0
0,19.83689822562832,0
0,0,0
0,0,0
0,0,0
2.312519022321158,1.932407589886873,3.349166981257168
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.653998370451378,1.443121843802887,2.795876452522801
0,0,0
12.57039442117128,0,0
9.476950726337446,7.255633674921723,9.368738568482492
17.07311380609345,0,0
20.33550195272949,0,0
0.5,0,0
0,19.75435485191455,0
0,0,0
4.95798724274742,3.898010169392149,5.571895313730257
19.68805765927023,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9.313430116801403,0,0
13.30076982315494,0,0
0,0,0
0,28.68175419742925,33.59766746638168
11.64823017413359,8.868910466705376,11.19305243060682
0,0,0
0,0,0
0,0,0
